ACCOUNT_NUMBER,APP_NAME,USER_ID,INST_ID,INST_NAME,TRADER_ID,HIERARCHY_SEQ_NUM,SRC_SYSTEM,EVENT_TYPE,INSTRUMENT_TYPE,TICKER,CURRENCY,PRICE,QUANTITY,AMOUNT,BROKER_ID,STATUS,IS_ACTIVE,TRADE_STATUS,TRADE_ID,TRADE_TS,TRADE_TYPE,BASE_TRADE_ID,APPROVAL_STATUS,CATEGORY,COMMENTS,TRADEBOOK,CONTRABOOK,CONTRACT_ID,COUNTERPARTY,EVENT_ACTION,EVENT_TS,EVENT_REASON,EXTERNAL_ID,NOTES_FRONT_OFFICE,NOTES_BACK_OFFICE,NOVATION_ID,NOVATION_AMOUNT,RELATED_EXCHANGE,PRIMARY_BOOK,RISK_ID,FIXED_RATE,MATURITY_DATE,FLOATING_RATE_ISDA_INDEX,STRIKE_PRICE,OPTION_TYPE,BUY_SELL,MISCELLANEOUS_BLOB_1,MISCELLANEOUS_BLOB_2,VERSION
1751ca567c74315,CAPIQ,1aec877ba884f88,2113d49f3c990d0,JP Morgan,983,91,PROTO,MODCONF,Futures,PKG,GBP,199.4573,232210,46315979.63,278,PASS,true,CANCELLED,35a4e95a,2018-09-29 07:26:43.357,BUY STOP,35a4e90a,DEFERRED,CASH,USER_ID: '1aec877ba884f88' AMOUNT: '4.6315979633E7' SRC_SYSTEM: 'PROTO' TICKER: 'PKG',VANGUARD,OPTIONS PRO,4155263,Goldman Sachs,APPROVE,2018-09-25 07:26:43.357,Investment,4436653,ACCOUNT_NUMBER: '1751ca567c74315' APP_NAME: 'CAPIQ' INST_NAME: 'JP Morgan' INSTRUMENT_TYPE: 'Futures',BROKER: '278' TRADE_ID: '35a4e95a' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Investment',18465155fd51698,1067884.4879747056,NSX,BANK,27756f5c49336a0,5.27,2018-10-17,SPDR MIDCAP,194.0414,ETC,HOLD,1a783b5e67f4ac0,19503a688910ed6,1
2949b6ed9f0aeb0,BLOOMBERG,2605cad1f30f710,1fba99b44c34388,Bank of America,780,77,FRONTIER,NEWCONF,Cash,TSN,CNY,139.1328,153417,21345336.78,186,CANCELLED,true,DONE,35a4e95a,2018-09-29 07:26:43.357,SELL LIMIT,35a4e90a,APPROVED,DEFAULT,USER_ID: '2605cad1f30f710' AMOUNT: '2.13453367776E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'TSN',FIDELITY,OPTIONS PRO,3454231,Capital One,DEFER,2018-07-16 07:26:43.357,Consolidation,6265962,ACCOUNT_NUMBER: '2949b6ed9f0aeb0' APP_NAME: 'BLOOMBERG' INST_NAME: 'Bank of America' INSTRUMENT_TYPE: 'Cash',BROKER: '186' TRADE_ID: '35a4e95a' TRADE_STATUS: 'DONE' EVENT_REASON: 'Consolidation',223354700a9e3b8,9759688.8643459,AMEX,AML,2a33bfd09907530,7.68,2018-12-14,ISHARES FUTURES,142.3077,PUT,SUSPEND,2aa3cd81d1e3330,2698aaceec45340,1
240665dc6e78410,THOMSON REUTERS,24cc594aee28878,246d3dde5330110,Bradesco,715,30,FRONTIER,CXLREQ,Option,SCHW,GBP,92.6569,889491,82417478.64,915,PASS,true,SUBMITTED,35a4e95b,2018-09-24 11:04:04.391,BUY LIMIT,35a4e939,REJECTED,DEFAULT,USER_ID: '24cc594aee28878' AMOUNT: '8.24174786379E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'SCHW',ETRADE,IB,6294945,Santander,DEFER,2018-08-15 11:04:04.391,Debt,8461746,ACCOUNT_NUMBER: '240665dc6e78410' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Bradesco' INSTRUMENT_TYPE: 'Option',BROKER: '915' TRADE_ID: '35a4e95b' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Debt',1f26f06a9562fd0,1211906.4557169538,CHX,REGULATORY,1e0869802427f0c,6.81,2018-10-05,ISHARES FUTURES,90.8880,OTC,SUSPEND,2a0b65eb80fbbf0,263bea0025767f0,1
29da60dce577a70,BLOOMBERG,265b69bb19c50a0,1d4cd2d85fc1980,Morgan Stanley,97,8,PROTO,CXLCONF,Bond,K,JPY,152.1156,968502,147324262.83,168,FAIL,true,SETTLED,35a4e95b,2018-09-24 11:04:04.391,SELL LIMIT,35a4e939,APPROVED,CASH,USER_ID: '265b69bb19c50a0' AMOUNT: '1.473242628312E8' SRC_SYSTEM: 'PROTO' TICKER: 'K',MERRILL EDGE,IB,4006004,RBC,CLEAR,2018-09-11 11:04:04.391,Income,3787708,ACCOUNT_NUMBER: '29da60dce577a70' APP_NAME: 'BLOOMBERG' INST_NAME: 'Morgan Stanley' INSTRUMENT_TYPE: 'Bond',BROKER: '168' TRADE_ID: '35a4e95b' TRADE_STATUS: 'SETTLED' EVENT_REASON: 'Income',2bf255199a3db20,1960124.01051108,CME,REGULATORY,1f0c4def700dd98,4.33,2018-09-25,FIDELITY SP500,165.3810,ETC,BUY,18ac52e899a2e70,1c74a1f74d6cd80,1
267a7ba917e4d90,FACTSET,227c5b8f8fdd650,2c61048dcb600a0,Deutsche Bank,220,92,LIC,NEWREQ,Cash,XEC,CHF,57.4889,191272,10996016.88,983,PASS,true,SETTLED,35a4e95b,2018-09-24 11:04:04.391,BUY LIMIT,35a4e939,DEFERRED,RISK,USER_ID: '227c5b8f8fdd650' AMOUNT: '1.09960168808E7' SRC_SYSTEM: 'LIC' TICKER: 'XEC',BLOOMBERG,BROADRIDGE,4939767,Capital One,WITHDRAW,2018-08-19 11:04:04.391,Income,7420767,ACCOUNT_NUMBER: '267a7ba917e4d90' APP_NAME: 'FACTSET' INST_NAME: 'Deutsche Bank' INSTRUMENT_TYPE: 'Cash',BROKER: '983' TRADE_ID: '35a4e95b' TRADE_STATUS: 'SETTLED' EVENT_REASON: 'Income',1b9601bcfa58c74,6463915.895256225,ISE,AML,1c5ff78413f050c,10.87,2018-10-01,FIDELITY SP500,55.3221,CALL,SELL,2827ef2d46dff40,29b62d9c2e112b0,1
2846ba3feb31cb0,FACTSET,175c7cc83628850,2046f042580c960,Agricultural Bank of China,998,74,FRONTIER,FILLEDREQ,Option,EXPE,CNY,31.2895,469873,14702091.23,89,CANCELLED,true,INPROCESS,35a4e95c,2018-09-24 12:33:32.678,MARKET,35a4e93a,APPROVED,MARGIN,USER_ID: '175c7cc83628850' AMOUNT: '1.47020912335E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'EXPE',ETRADE,OPTIONS PRO,3313947,HSBC,CLEAR,2018-07-06 12:33:32.678,Debt,2711810,ACCOUNT_NUMBER: '2846ba3feb31cb0' APP_NAME: 'FACTSET' INST_NAME: 'Agricultural Bank of China' INSTRUMENT_TYPE: 'Option',BROKER: '89' TRADE_ID: '35a4e95c' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Debt',273944c202b4ee0,2706689.5878349077,CHX,DERIVATIVES,1e9959793b08938,9.23,2018-11-12,FIDELITY SP500,31.1373,CALL,SUSPEND,16b8099ae78ca68,20e983083403bd8,1
1751ca567c74315,FACTSET,1aec877ba884f88,196938f30d1f536,UBS,511,5,HORIZON,CXLCONF,Option,MGM,CHF,7.2417,871619,6312003.31,531,FAIL,true,DONE,35a4e95c,2018-09-24 12:33:32.678,STOP,35a4e93a,DEFERRED,DEFAULT,USER_ID: '1aec877ba884f88' AMOUNT: '6312003.3123' SRC_SYSTEM: 'HORIZON' TICKER: 'MGM',FIDELITY,IB,8311503,UBS,REJECT,2018-08-13 12:33:32.678,Liquidation,8738822,ACCOUNT_NUMBER: '1751ca567c74315' APP_NAME: 'FACTSET' INST_NAME: 'UBS' INSTRUMENT_TYPE: 'Option',BROKER: '531' TRADE_ID: '35a4e95c' TRADE_STATUS: 'DONE' EVENT_REASON: 'Liquidation',230a125259395c8,2156092.1051627486,PHLX,AML,1e845adad12d4e8,8.96,2018-12-03,SPDR MIDCAP,6.8096,OTC,HOLD,22209cd81b8a970,27e79a836414b80,1
20fd04021588cf8,CAPIQ,1cac6bccc61f6a4,2751b6e145ff570,Goldman Sachs,578,11,LIC,MODCONF,Stock,MMC,SEK,75.1655,878370,66023120.24,654,CANCELLED,true,SUBMITTED,35a4e95d,2018-09-23 03:38:30.122,BUY STOP,35a4e959,ONHOLD,MARGIN,USER_ID: '1cac6bccc61f6a4' AMOUNT: '6.6023120235E7' SRC_SYSTEM: 'LIC' TICKER: 'MMC',FIDELITY,OPTIONS PRO,4422870,HSBC,WITHDRAW,2018-08-05 03:38:30.122,Consolidation,4208403,ACCOUNT_NUMBER: '20fd04021588cf8' APP_NAME: 'CAPIQ' INST_NAME: 'Goldman Sachs' INSTRUMENT_TYPE: 'Stock',BROKER: '654' TRADE_ID: '35a4e95d' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Consolidation',25f09853fb3d0e8,4542136.99494764,CME,REGULATORY,17e8d11841027f1,4.33,2018-10-24,VANGUARD TOTAL,80.4209,PUT,SUSPEND,237ece150cd7c98,2376fc1738db2c0,1
1ebb1c07a5bd150,FACTSET,207573da8fd3060,18ff792a77871ac,Capital One,446,99,PROTO,MODCONF,Bond,AMGN,MXN,124.5304,255703,31842796.87,845,FAIL,true,DONE,35a4e95e,2018-09-29 01:43:11.861,SELL LIMIT,35a4e905,DEFERRED,CASH,USER_ID: '207573da8fd3060' AMOUNT: '3.18427968712E7' SRC_SYSTEM: 'PROTO' TICKER: 'AMGN',MERRILL EDGE,BROADRIDGE,3454231,Bank of China,APPROVE,2018-07-28 01:43:11.861,Income,6169733,ACCOUNT_NUMBER: '1ebb1c07a5bd150' APP_NAME: 'FACTSET' INST_NAME: 'Capital One' INSTRUMENT_TYPE: 'Bond',BROKER: '845' TRADE_ID: '35a4e95e' TRADE_STATUS: 'DONE' EVENT_REASON: 'Income',265b94491208490,3262321.1171458447,BSE,DERIVATIVES,2a63afcd5aeb380,3.33,2018-10-09,VANGUARD TOTAL,134.1481,ETC,BUY,170bbc90e8b1212,236de45c5651e48,1
1659723abf2763a,THOMSON REUTERS,23d8216591c25b8,2751b6e145ff570,Goldman Sachs,592,91,DCC,CXLREQ,Option,L,CNY,33.3680,455272,15191516.10,114,PASS,true,CANCELLED,35a4e95f,2018-09-23 11:20:10.696,BUY STOP,35a4e94f,ONHOLD,RISK,USER_ID: '23d8216591c25b8' AMOUNT: '1.5191516096E7' SRC_SYSTEM: 'DCC' TICKER: 'L',MERRILL EDGE,OPTIONS PLACE,1959926,HSBC,REJECT,2018-07-21 11:20:10.696,Liquidation,9255633,ACCOUNT_NUMBER: '1659723abf2763a' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Goldman Sachs' INSTRUMENT_TYPE: 'Option',BROKER: '114' TRADE_ID: '35a4e95f' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Liquidation',1beed4f1cbb96a0,9487947.858239029,CHX,REGULATORY,2c2b4b3e5bab8a0,8.57,2018-10-19,VANGUARD TOTAL,30.5561,OTC,SELL,24e48e6bfbfc5d8,1d6ad4f4de2070c,1
200a52cfd7caef8,BLOOMBERG,1a64c02e4bec2d4,1d8f29ea845d658,Chase,798,10,FRONTIER,MODREQ,Option,SYF,EUR,54.7229,428576,23452921.59,197,FAIL,true,SETTLED,35a4e960,2018-09-29 11:52:07.200,BUY STOP,35a4e901,APPROVED,DEFAULT,USER_ID: '1a64c02e4bec2d4' AMOUNT: '2.34529215904E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'SYF',VANGUARD,BROADRIDGE,9006487,Goldman Sachs,APPROVE,2018-09-13 11:52:07.200,Retirement,4416048,ACCOUNT_NUMBER: '200a52cfd7caef8' APP_NAME: 'BLOOMBERG' INST_NAME: 'Chase' INSTRUMENT_TYPE: 'Option',BROKER: '197' TRADE_ID: '35a4e960' TRADE_STATUS: 'SETTLED' EVENT_REASON: 'Retirement',2b03f0a4a9e2c30,5365104.217544631,ISE,AML,17ed920f6b239e8,4.02,2018-11-07,ISHARES FUTURES,55.9537,CALL,BUY,2551ea436d3d370,25dd774d69c9ff8,1
1794f469d3ef3da,BLOOMBERG,1f00261202dd420,1d4cd2d85fc1980,Morgan Stanley,318,3,LEGACY,CXLREQ,Bond,HSIC,CHF,67.6490,2017921,136510354.79,72,CANCELLED,true,INPROCESS,35a4e961,2018-09-23 07:59:51.557,STOP,35a4e929,ONHOLD,MARGIN,USER_ID: '1f00261202dd420' AMOUNT: '1.365103547926E8' SRC_SYSTEM: 'LEGACY' TICKER: 'HSIC',ETRADE,OPTIONS PLACE,979358,China Construction Bank,WITHDRAW,2018-07-14 07:59:51.557,Retirement,7439831,ACCOUNT_NUMBER: '1794f469d3ef3da' APP_NAME: 'BLOOMBERG' INST_NAME: 'Morgan Stanley' INSTRUMENT_TYPE: 'Bond',BROKER: '72' TRADE_ID: '35a4e961' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Retirement',1d7485af11d4268,2180932.620483563,NYSE,AML,1e26c7420b014b4,3.70,2018-12-01,ISHARES FUTURES,30.1705,ETC,SELL,1eace666ea560a0,1d2b48edfcd54b8,1
1c5f46635b87124,CAPIQ,1ee331c47fc43d8,1a4017d926f154c,Wells Fargo,965,16,LIC,FILLEDREQ,Preferred Stock,AEE,CHF,171.7788,339576,58331957.79,642,FAIL,true,SUBMITTED,35a4e962,2018-09-26 12:40:11.676,MARKET,35a4e913,REJECTED,CASH,USER_ID: '1ee331c47fc43d8' AMOUNT: '5.83319577888E7' SRC_SYSTEM: 'LIC' TICKER: 'AEE',REUTERS,IB,9004027,Barclays,WITHDRAW,2018-07-04 12:40:11.676,Income,430664,ACCOUNT_NUMBER: '1c5f46635b87124' APP_NAME: 'CAPIQ' INST_NAME: 'Wells Fargo' INSTRUMENT_TYPE: 'Preferred Stock',BROKER: '642' TRADE_ID: '35a4e962' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Income',29a005d3230fbd0,8738435.211438525,NASDAQ,REGULATORY,21282272ef55b70,5.73,2018-10-08,ISHARES FUTURES,164.8055,ETC,SELL,25db9f692160430,26318fdd3ea0430,1
22a10f7fc477d70,FACTSET,20c40f77e5d43a8,246d3dde5330110,Bradesco,745,60,FRONTIER,MODCONF,Bond,CCL,CAD,86.7375,221436,19206805.05,367,PASS,true,INPROCESS,35a4e962,2018-09-26 12:40:11.676,SELL STOP,35a4e913,REJECTED,RISK,USER_ID: '20c40f77e5d43a8' AMOUNT: '1.920680505E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'CCL',REUTERS,OPTIONS PRO,3096357,JP Morgan,REJECT,2018-07-01 12:40:11.676,Income,690362,ACCOUNT_NUMBER: '22a10f7fc477d70' APP_NAME: 'FACTSET' INST_NAME: 'Bradesco' INSTRUMENT_TYPE: 'Bond',BROKER: '367' TRADE_ID: '35a4e962' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Income',1c6157fe0bec8cc,9503292.365746642,NASDAQ,REGULATORY,22014e3a381da08,7.28,2018-10-19,SPDR MIDCAP,82.1979,ETC,BUY,1846e561bbe535e,2543299398a4078,1
18194034f38b98d,FACTSET,22fda056fe95a78,2751b6e145ff570,Goldman Sachs,234,85,FRONTIER,CXLCONF,Cash,AYI,CAD,116.4328,123015,14322980.89,945,FAIL,true,DONE,35a4e962,2018-09-26 12:40:11.676,BUY LIMIT,35a4e913,APPROVED,MARGIN,USER_ID: '22fda056fe95a78' AMOUNT: '1.4322980892E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'AYI',ETRADE,OPTIONS PRO,1607855,Bank of America,CLEAR,2018-09-19 12:40:11.676,Investment,8421053,ACCOUNT_NUMBER: '18194034f38b98d' APP_NAME: 'FACTSET' INST_NAME: 'Goldman Sachs' INSTRUMENT_TYPE: 'Cash',BROKER: '945' TRADE_ID: '35a4e962' TRADE_STATUS: 'DONE' EVENT_REASON: 'Investment',24cb508fb8ca048,5383018.843956323,CME,DERIVATIVES,1e2d060eef693e4,11.10,2018-11-03,VANGUARD TOTAL,125.8417,OTC,BUY,1d5ec5eb678563c,1d3f3071ba597a0,1
1ca9c5f288fd90c,THOMSON REUTERS,1ba533c48e52efc,18ff792a77871ac,Capital One,614,15,LEGACY,MODREQ,Cash,AVB,CHF,98.7842,523977,51760648.76,681,FAIL,true,CANCELLED,35a4e963,2018-09-29 07:45:06.421,BUY LIMIT,35a4e93f,REJECTED,CASH,USER_ID: '1ba533c48e52efc' AMOUNT: '5.17606487634E7' SRC_SYSTEM: 'LEGACY' TICKER: 'AVB',MERRILL EDGE,OPTIONS PLACE,1077472,Wells Fargo,REJECT,2018-08-18 07:45:06.421,Retirement,3895594,ACCOUNT_NUMBER: '1ca9c5f288fd90c' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Capital One' INSTRUMENT_TYPE: 'Cash',BROKER: '681' TRADE_ID: '35a4e963' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Retirement',1f993e2c2f470e8,4914572.221963313,ISE,DERIVATIVES,186ee391dc9234a,8.44,2018-10-28,SPDR MIDCAP,99.9419,PUT,HOLD,1fed5ddf1c84428,1d2b48edfcd54b8,1
1fb3702a4c70018,CAPIQ,2437d1f9de84e90,225e5d141cf1638,Citi,759,57,PROTO,MODCONF,Stock,HII,CNY,93.3178,747794,69782490.93,77,FAIL,true,CANCELLED,35a4e964,2018-09-23 08:05:54.790,SELL LIMIT,35a4e92b,APPROVED,MARGIN,USER_ID: '2437d1f9de84e90' AMOUNT: '6.97824909332E7' SRC_SYSTEM: 'PROTO' TICKER: 'HII',FIDELITY,BROADRIDGE,8627404,TD,WITHDRAW,2018-08-02 08:05:54.790,Consolidation,9716268,ACCOUNT_NUMBER: '1fb3702a4c70018' APP_NAME: 'CAPIQ' INST_NAME: 'Citi' INSTRUMENT_TYPE: 'Stock',BROKER: '77' TRADE_ID: '35a4e964' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Consolidation',171e211958ac4ea,8886543.45968466,AMEX,DERIVATIVES,196c2f4d2695694,8.19,2018-11-13,SPDR MIDCAP,86.3396,OTC,HOLD,1a2f14ca3c33082,282d74174ef68d0,1
1997bde9cbd1e30,THOMSON REUTERS,242696728c2cf78,2c1a420b9f45df0,Barclays,186,77,DCC,MODREQ,Futures,LOW,SEK,176.3618,307677,54262469.54,358,FAIL,true,DONE,35a4e965,2018-09-24 04:29:04.652,SELL LIMIT,35a4e915,DEFERRED,RISK,USER_ID: '242696728c2cf78' AMOUNT: '5.42624695386E7' SRC_SYSTEM: 'DCC' TICKER: 'LOW',FIDELITY,OPTIONS PRO,5400155,Agricultural Bank of China,CLEAR,2018-09-11 04:29:04.652,Consolidation,1619887,ACCOUNT_NUMBER: '1997bde9cbd1e30' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Barclays' INSTRUMENT_TYPE: 'Futures',BROKER: '358' TRADE_ID: '35a4e965' TRADE_STATUS: 'DONE' EVENT_REASON: 'Consolidation',29c1ed8636d81e0,961253.5922163496,BSE,REGULATORY,24531365382f588,3.72,2018-09-28,VANGUARD TOTAL,192.2782,ETC,BUY,1c624689be70dfc,2bd7794a0ee9480,1
25b20daee733838,THOMSON REUTERS,2092d5fe2cd93f0,1d4cd2d85fc1980,Morgan Stanley,565,84,LIC,CXLCONF,Stock,URI,GBP,22.7185,250047,5680692.77,654,CANCELLED,true,DONE,35a4e966,2018-09-29 07:18:36.248,BUY STOP,35a4e91a,REJECTED,CASH,USER_ID: '2092d5fe2cd93f0' AMOUNT: '5680692.7695' SRC_SYSTEM: 'LIC' TICKER: 'URI',MERRILL EDGE,BROADRIDGE,9028101,Wells Fargo,APPROVE,2018-09-14 07:18:36.248,Liquidation,5628225,ACCOUNT_NUMBER: '25b20daee733838' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Morgan Stanley' INSTRUMENT_TYPE: 'Stock',BROKER: '654' TRADE_ID: '35a4e966' TRADE_STATUS: 'DONE' EVENT_REASON: 'Liquidation',17756939fa1d1b5,1583861.5978540543,NASDAQ,AML,24e995d781cb9e8,5.46,2018-12-28,VANGUARD TOTAL,21.6537,CALL,HOLD,1a8c5a8eb0864a0,1720e95d3b0d533,1
29ea5493f1d5cb0,FACTSET,2bbaa2938fe6e20,225e5d141cf1638,Citi,631,91,PROTO,NEWREQ,Preferred Stock,GPC,MXN,25.5526,262171,6699150.69,461,PASS,true,DONE,35a4e967,2018-09-26 08:04:50.228,STOP,35a4e946,DEFERRED,RISK,USER_ID: '2bbaa2938fe6e20' AMOUNT: '6699150.6946' SRC_SYSTEM: 'PROTO' TICKER: 'GPC',VANGUARD,BROADRIDGE,1744202,Morgan Stanley,DEFER,2018-08-15 08:04:50.228,Investment,3785933,ACCOUNT_NUMBER: '29ea5493f1d5cb0' APP_NAME: 'FACTSET' INST_NAME: 'Citi' INSTRUMENT_TYPE: 'Preferred Stock',BROKER: '461' TRADE_ID: '35a4e967' TRADE_STATUS: 'DONE' EVENT_REASON: 'Investment',1e9b4e7602316b8,9394759.539907657,NASDAQ,DERIVATIVES,2154db47343eca8,10.62,2018-10-18,SPDR MIDCAP,26.6396,OTC,SELL,17d1dcb05daa9f0,2753df487c9dfc0,1
28e548babffc9b0,BLOOMBERG,1c85ef44b6ec880,2113d49f3c990d0,JP Morgan,93,80,FRONTIER,CXLREQ,Futures,FLR,MXN,89.9692,2091666,188185452.70,162,CANCELLED,true,CANCELLED,35a4e968,2018-09-29 08:52:18.068,BUY LIMIT,35a4e920,REJECTED,CASH,USER_ID: '1c85ef44b6ec880' AMOUNT: '1.8818545269929996E8' SRC_SYSTEM: 'FRONTIER' TICKER: 'FLR',FIDELITY,IB,6524330,Wells Fargo,CLEAR,2018-08-22 08:52:18.068,Consolidation,9095753,ACCOUNT_NUMBER: '28e548babffc9b0' APP_NAME: 'BLOOMBERG' INST_NAME: 'JP Morgan' INSTRUMENT_TYPE: 'Futures',BROKER: '162' TRADE_ID: '35a4e968' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Consolidation',175c3a237e246bf,8087182.427249799,CME,REGULATORY,2c1b050ead8a270,3.10,2018-12-12,SPDR MIDCAP,12.8029,PUT,SUSPEND,2180069b11adb08,2a3054b62f85f80,1
29dfad743e09770,CAPIQ,201122d6d50a0e8,23e4f1e69b8cd30,MUFG,177,1,PROTO,NEWCONF,Futures,NTAP,CHF,186.5419,839886,156673930.22,301,FAIL,true,CANCELLED,35a4e969,2018-09-26 06:32:55.997,SELL STOP,35a4e91e,ONHOLD,MARGIN,USER_ID: '201122d6d50a0e8' AMOUNT: '1.566739302234E8' SRC_SYSTEM: 'PROTO' TICKER: 'NTAP',REUTERS,OPTIONS PRO,1720622,ICBC,CLEAR,2018-08-30 06:32:55.997,Income,714691,ACCOUNT_NUMBER: '29dfad743e09770' APP_NAME: 'CAPIQ' INST_NAME: 'MUFG' INSTRUMENT_TYPE: 'Futures',BROKER: '301' TRADE_ID: '35a4e969' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Income',1d4b40a48af15bc,1441952.960684279,NSX,DERIVATIVES,2a725f5d1986780,6.16,2018-11-28,SPDR MIDCAP,175.3284,OTC,BUY,2b060c60cff41a0,1c6246dcbfbd4ec,1
25e3111fff69720,CAPIQ,1a05ffe8b6bcaae,27ab531f5689390,Bank of China,779,71,DCC,MODCONF,Bond,EXC,CAD,72.5327,879003,63756460.90,563,CANCELLED,true,SUBMITTED,35a4e96a,2018-09-24 09:50:45.322,STOP,35a4e966,DEFERRED,DEFAULT,USER_ID: '1a05ffe8b6bcaae' AMOUNT: '6.37564608981E7' SRC_SYSTEM: 'DCC' TICKER: 'EXC',REUTERS,IB,5603648,Chase,REJECT,2018-07-18 09:50:45.322,Income,7049468,ACCOUNT_NUMBER: '25e3111fff69720' APP_NAME: 'CAPIQ' INST_NAME: 'Bank of China' INSTRUMENT_TYPE: 'Bond',BROKER: '563' TRADE_ID: '35a4e96a' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Income',18317f11d5443d6,7651461.172013071,ISE,AML,260605fa9bbbbe0,9.64,2018-11-15,ISHARES FUTURES,73.2543,CALL,BUY,27e4a43ea550a50,28bce1f1067b020,1
2b3bfd2621de800,CAPIQ,1a1ad5aafe8d63c,196938f30d1f536,UBS,44,12,DCC,CXLCONF,Cash,PM,AUD,128.2400,1718889,220430391.12,622,FAIL,true,DONE,35a4e96b,2018-09-27 05:10:05.796,MARKET,35a4e960,DEFERRED,RISK,USER_ID: '1a1ad5aafe8d63c' AMOUNT: '2.2043039112150002E8' SRC_SYSTEM: 'DCC' TICKER: 'PM',BLOOMBERG,BROADRIDGE,6971423,Capital One,WITHDRAW,2018-09-21 05:10:05.796,Debt,6196560,ACCOUNT_NUMBER: '2b3bfd2621de800' APP_NAME: 'CAPIQ' INST_NAME: 'UBS' INSTRUMENT_TYPE: 'Cash',BROKER: '622' TRADE_ID: '35a4e96b' TRADE_STATUS: 'DONE' EVENT_REASON: 'Debt',2a24c8a531de290,9518587.488190651,BSE,REGULATORY,23feacade73f410,7.16,2018-10-06,SPDR MIDCAP,60.9353,CALL,SUSPEND,21720f6b4e4c660,1b253f9688aa5ac,1
24fac0684c2c5e0,THOMSON REUTERS,1cd73157b11d394,2c61048dcb600a0,Deutsche Bank,743,95,LEGACY,NEWCONF,Option,DG,CHF,35.3260,990819,35001671.99,548,PASS,true,DONE,35a4e96c,2018-09-29 03:22:28.626,SELL LIMIT,,REJECTED,CASH,USER_ID: '1cd73157b11d394' AMOUNT: '3.5001671994E7' SRC_SYSTEM: 'LEGACY' TICKER: 'DG',VANGUARD,IB,9280689,HSBC,DEFER,2018-07-02 03:22:28.626,Income,7179668,ACCOUNT_NUMBER: '24fac0684c2c5e0' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Deutsche Bank' INSTRUMENT_TYPE: 'Option',BROKER: '548' TRADE_ID: '35a4e96c' TRADE_STATUS: 'DONE' EVENT_REASON: 'Income',29155c5be571ab0,973502.5318835238,CME,DERIVATIVES,1fdcf1891b01e08,7.27,2018-11-12,ISHARES FUTURES,38.4132,CALL,BUY,1dd443b9080c324,19fadd5546a6ed6,1
27c5d01cda76260,FACTSET,237c56653a19600,2046f042580c960,Agricultural Bank of China,59,52,DCC,CXLREQ,Futures,WHR,CHF,30.7097,985235,30256271.28,174,FAIL,true,SETTLED,35a4e96d,2018-09-25 09:52:43.479,BUY STOP,35a4e90e,REJECTED,RISK,USER_ID: '237c56653a19600' AMOUNT: '3.02562712795E7' SRC_SYSTEM: 'DCC' TICKER: 'WHR',FIDELITY,BROADRIDGE,6991701,Santander,REJECT,2018-09-11 09:52:43.479,Consolidation,8845690,ACCOUNT_NUMBER: '27c5d01cda76260' APP_NAME: 'FACTSET' INST_NAME: 'Agricultural Bank of China' INSTRUMENT_TYPE: 'Futures',BROKER: '174' TRADE_ID: '35a4e96d' TRADE_STATUS: 'SETTLED' EVENT_REASON: 'Consolidation',28b2cd8cc528a90,8191895.785764581,BSE,AML,1df5b8ffc1025ac,3.16,2018-10-29,VANGUARD TOTAL,33.0798,PUT,BUY,1850d2ae8529c52,171de4c29c220da,1
